movie_id,title,director,top_cast
72359,Peeples,Tina Gordon Chism,Craig Robinson Kerry Washington David Alan Grier S. Epatha Merkerson Tyler James Williams
10186,The Rocker,Peter Cattaneo,Rainn Wilson Josh Gad Christina Applegate Emma Stone Teddy Geiger
25704,Post Grad,Vicky Jenson,Alexis Bledel Zach Gilford Rodrigo Santoro Jane Lynch Carol Burnett
133694,Promised Land,Gus Van Sant,Matt Damon John Krasinski Frances McDormand Rosemarie DeWitt Lucas Black
19265,Whatever Works,Woody Allen,Larry David Evan Rachel Wood Adam Brooks Michael McKean Lyle Kanouse
36047,The In Crowd,Mary Lambert,Susan Ward Lori Heuring Matthew Settle Nathan Bexton Tess Harper
8053,The Three Burials of Melquiades Estrada,Tommy Lee Jones,Tommy Lee Jones Barry Pepper Dwight Yoakam January Jones Melissa Leo
2290,Jakob the Liar,Peter Kassovitz,Robin Williams Armin Mueller-Stahl Hannah Taylor-Gordon Éva Igó István Bálint
5236,Kiss Kiss Bang Bang,Shane Black,Robert Downey Jr. Val Kilmer Michelle Monaghan Corbin Bernsen Dash Mihok
6552,Idle Hands,Rodman Flender,Devon Sawa Seth Green Jessica Alba Vivica A. Fox Christopher Hart
1018,Mulholland Drive,David Lynch,Naomi Watts Laura Harring Ann Miller Dan Hedaya Justin Theroux
10075,Blood and Chocolate,Katja von Garnier,Agnes Bruckner Hugh Dancy Katja Riemann Olivier Martinez Bryan Dick
38031,You Will Meet a Tall Dark Stranger,Woody Allen,Gemma Jones Anthony Hopkins Naomi Watts Josh Brolin Antonio Banderas
42188,Never Let Me Go,Mark Romanek,Carey Mulligan Andrew Garfield Keira Knightley Domhnall Gleeson Andrea Riseborough
112430,The Company,Mikael Salomon,Chris O'Donnell Alfred Molina Michael Keaton Rory Cochrane Alessandro Nivola
6687,Transsiberian,Brad Anderson,Woody Harrelson Emily Mortimer Kate Mara Eduardo Noriega Thomas Kretschmann
13853,The Clan of the Cave Bear,Michael Chapman,Daryl Hannah Pamela Reed James Remar Thomas G. Waites John Doolittle
31306,Crazy in Alabama,Antonio Banderas,Melanie Griffith David Morse Lucas Black Cathy Moriarty Meat Loaf
8461,Funny Games,Michael Haneke,Naomi Watts Tim Roth Michael Pitt Brady Corbet Devon Gearhart
331592,Listening,Khalil Sullins,Thomas Stroppel Artie Ahr Amber Marie Bollinger Christine Haeberman Steve Hanks
47692,Felicia's Journey,Atom Egoyan,Bob Hoskins Elaine Cassidy Arsinée Khanjian Peter McDonald Gerard McSorley
19,Metropolis,Fritz Lang,Brigitte Helm Alfred Abel Gustav Fröhlich Rudolf Klein-Rogge Fritz Rasp
10045,District B13,Pierre Morel,David Belle Cyril Raffaelli Tony D'Amario Dany Verissimo-Petit Bibi Naceri
400,Things to Do in Denver When You're Dead,Gary Fleder,Andy García Christopher Lloyd William Forsythe Bill Nunn Treat Williams
253450,The Assassin,Hou Hsiao-hsien,Shu Qi Chang Chen Nikki Hsieh Sheu Fang-Yi Ethan Juan
9104,Buffalo Soldiers,Gregor Jordan,Joaquin Phoenix Ed Harris Scott Glenn Anna Paquin Elizabeth McGovern
11190,The Return,Andrey Zvyagintsev,Vladimir Garin Konstantin Lavronenko Nataliya Vdovina Vanya Dobronravov Yelizaveta Aleksandrova
16353,Ong Bak 2,Tony Jaa,Tony Jaa Sarunyu Wongkrachang Sorapong Chatree Primorata Dejudom
23759,Centurion,Neil Marshall,Michael Fassbender Olga Kurylenko David Morrissey Liam Cunningham Dominic West
24206,Silent Trigger,Russell Mulcahy,Dolph Lundgren Gina Bellman Conrad Dunn Christopher Heyerdahl
10185,The Midnight Meat Train,Ryûhei Kitamura,Bradley Cooper Vinnie Jones Brooke Shields Leslie Bibb Roger Bart
75033,Winnie Mandela,Darrell James Roodt,Elias Koteas Terrence Howard Jennifer Hudson Wendy Crewson Angelique Pretorius
74536,The Son of No One,Dito Montiel,Channing Tatum Al Pacino Juliette Binoche Katie Holmes James Ransone
31668,All The Queen's Men,Stefan Ruzowitzky,Matt LeBlanc Eddie Izzard James Cosmo Nicolette Krebitz David Tristan Birkin
13501,The Good Night,Jake Paltrow,Penélope Cruz Martin Freeman Gwyneth Paltrow Simon Pegg Danny DeVito
15208,Bathory: Countess of Blood,Juraj Jakubisko,Anna Friel Karel Roden Hans Matheson Vincent Regan Franco Nero
172391,Khumba,Anthony Silverston,Jake T. Austin Liam Neeson Steve Buscemi AnnaSophia Robb Laurence Fishburne
262543,Automata,Gabe Ibáñez,Antonio Banderas Birgitte Hjort Sørensen Dylan McDermott Robert Forster Tim McInnerny
9288,Dungeons & Dragons: Wrath of the Dragon God,Gerry Lively,Bruce Payne Mark Dymond Clemency Burton-Hill Ellie Chidzey Tim Stern
370980,Chiamatemi Francesco - Il Papa della gente,Daniele Luchetti,Rodrigo de la Serna Sergio Hernández Àlex Brendemühl Maximilian Dirr Mercedes Morán
20083,Shinjuku Incident,Derek Yee Tung-Sing,Jackie Chan Naoto Takenaka Daniel Wu Xu Jinglei Fan Bingbing
40880,Pandaemonium,Julien Temple,Linus Roache John Hannah Samantha Morton Emily Woof Andrea Lowe
137,Groundhog Day,Harold Ramis,Bill Murray Andie MacDowell Chris Elliott Stephen Tobolowsky Brian Doyle-Murray
264999,Magic Mike XXL,Gregory Jacobs,Channing Tatum Matt Bomer Joe Manganiello Kevin Nash Adam Rodríguez
454,Romeo + Juliet,Baz Luhrmann,Leonardo DiCaprio Claire Danes John Leguizamo Harold Perrineau Pete Postlethwaite
53457,Sarah's Key,Gilles Paquet-Brenner,Kristin Scott Thomas Niels Arestrup Frédéric Pierrot Michel Duchaussoy Dominique Frot
288980,Freedom,Peter Cousens,Cuba Gooding Jr. William Sadler Sharon Leal David Rasche Diane Salinger
33,Unforgiven,Clint Eastwood,Clint Eastwood Gene Hackman Morgan Freeman Richard Harris Jaimz Woolvett
1951,Manderlay,Lars von Trier,Bryce Dallas Howard Isaach De Bankolé Danny Glover Willem Dafoe Michaël Abiteboul
12405,Slumdog Millionaire,Danny Boyle,Dev Patel Freida Pinto Anil Kapoor Mia Drake Inderbitzin Saurabh Shukla
10998,Fatal Attraction,Adrian Lyne,Michael Douglas Glenn Close Anne Archer Ellen Hamilton Latzen Jane Krakowski
114,Pretty Woman,Garry Marshall,Julia Roberts Richard Gere Ralph Bellamy Jason Alexander Héctor Elizondo
9396,Crocodile Dundee II,John Cornell,Paul Hogan Linda Kozlowski John Meillon Ernie Dingo Charles S. Dutton
319910,Broken Horses,Vidhu Vinod Chopra,María Valverde Vincent D'Onofrio Thomas Jane Anton Yelchin Sean Patrick Flanery
2604,Born on the Fourth of July,Oliver Stone,Tom Cruise Raymond J. Barry Caroline Kava Holly Marie Combs Kyra Sedgwick
864,Cool Runnings,Jon Turteltaub,Leon Robinson Doug E. Doug Rawle D. Lewis Malik Yoba John Candy
14435,My Bloody Valentine,Patrick Lussier,Jensen Ackles Jaime King Kerr Smith Betsy Rue Edi Gathegi
1931,Stomp the Yard,Sylvain White,Columbus Short Meagan Good Ne-Yo Darrin Henson Jermaine Williams
691,The Spy Who Loved Me,Lewis Gilbert,Roger Moore Barbara Bach Curd Jürgens Richard Kiel Caroline Munro
9877,Urban Legend,Jamie Blanks,Alicia Witt Jared Leto Rebecca Gayheart Michael Rosenbaum Loretta Devine
62008,Good Deeds,Tyler Perry,Tyler Perry Phylicia Rashād Thandie Newton Brian J. White Gabrielle Union
12227,White Fang,Randal Kleiser,Klaus Maria Brandauer Ethan Hawke Seymour Cassel Susan Hogan James Remar
13824,Superstar,Bruce McCulloch,Molly Shannon Will Ferrell Elaine Hendrix Harland Williams Tom Green
71688,The Iron Lady,Phyllida Lloyd,Meryl Streep Anthony Stewart Head Harry Lloyd Jim Broadbent Susan Brown
15173,Jonah: A VeggieTales Movie,Phil Vischer,Phil Vischer Mike Nawrocki Tim Hodge Lisa Vischer Daniel Anderson
8291,Poetic Justice,John Singleton,Janet Jackson Tupac Amaru Shakur Regina King Joe Torry Tyra Ferrell
13950,All About the Benjamins,Kevin Bray,Ice Cube Mike Epps Tommy Flanagan Carmen Chaplin Eva Mendes
12158,Vampire in Brooklyn,Wes Craven,Eddie Murphy Angela Bassett Allen Payne Kadeem Hardison John Witherspoon
11586,Exorcist II: The Heretic,John Boorman,Linda Blair Richard Burton Louise Fletcher Max von Sydow Kitty Winn
10008,An American Haunting,Courtney Solomon,Donald Sutherland Sissy Spacek James D'Arcy Matthew Marsh Gaye Brown
2830,My Boss's Daughter,David Zucker,Ashton Kutcher Tara Reid Andy Richter Jeffrey Tambor Michael Madsen
12403,A Perfect Getaway,David Twohy,Milla Jovovich Timothy Olyphant Steve Zahn Chris Hemsworth Anthony Ruivivar
34563,Our Family Wedding,Rick Famuyiwa,Forest Whitaker America Ferrera Carlos Mencia Regina King Lance Gross
14557,Dead Man on Campus,Alan Cohn,Tom Everett Scott Mark-Paul Gosselaar Poppy Montgomery Lochlyn Munro Randy Pearlstein
10368,Tea with Mussolini,Franco Zeffirelli,Cher Judi Dench Joan Plowright Maggie Smith Lily Tomlin
10280,Thinner,Tom Holland,Robert John Burke Joe Mantegna Lucinda Jenney Michael Constantine Kari Wuhrer
12637,"New York, New York",Martin Scorsese,Liza Minnelli Robert De Niro Lionel Stander Barry Primus Dick Miller
34152,Crooklyn,Spike Lee,Alfre Woodard Delroy Lindo David Patrick Kelly Zelda Harris Carlton Williams
14434,I Think I Love My Wife,Chris Rock,Chris Rock Kerry Washington Gina Torres Steve Buscemi Edward Herrmann
11470,Jason X,James Isaac,Kane Hodder Lexa Doig Chuck Campbell Lisa Ryder David Cronenberg
10741,Bobby,Emilio Estevez,Anthony Hopkins Heather Graham Ashton Kutcher Mary Elizabeth Winstead Helen Hunt
24940,Head Over Heels,Mark Waters,Monica Potter Freddie Prinze Jr. Shalom Harlow Ivana Miličević Sarah Murdoch
82679,Fun Size,Josh Schwartz,Victoria Justice Jackson Nicoll Chelsea Handler Josh Pence Jane Levy
2013,The Diving Bell and the Butterfly,Julian Schnabel,Mathieu Amalric Emmanuelle Seigner Marie-Josée Croze Anne Consigny Patrick Chesnais
1440,Little Children,Todd Field,Kate Winslet Patrick Wilson Jennifer Connelly Jackie Earle Haley Noah Emmerich
18041,Gossip,Davis Guggenheim,Joshua Jackson James Marsden Kate Hudson Lena Headey Norman Reedus
28029,A Walk on the Moon,Tony Goldwyn,Diane Lane Viggo Mortensen Liev Schreiber Anna Paquin Tovah Feldshuh
1123,Catch a Fire,Phillip Noyce,Tim Robbins Derek Luke Bonnie Henna Mncedisi Shabangu Tumisho Masha
14033,Soul Survivors,Stephen Carpenter,Eliza Dushku Melissa Sagemiller Wes Bentley Casey Affleck Angela Featherstone
87729,Jefferson in Paris,James Ivory,Nick Nolte Greta Scacchi Thandie Newton Gwyneth Paltrow Jean-Pierre Aumont
16899,Easy Virtue,Stephan Elliott,Jessica Biel Ben Barnes Kristin Scott Thomas Colin Firth Kimberley Nixon
41317,Caravans,James Fargo,Anthony Quinn Jennifer O'Neill Michael Sarrazin Christopher Lee Joseph Cotten
245700,Mr. Turner,Mike Leigh,Timothy Spall Dorothy Atkinson Marion Bailey Paul Jesson Lesley Manville
37842,Wild Grass,Alain Resnais,André Dussollier Sabine Azéma Emmanuelle Devos Mathieu Amalric Anne Consigny
9045,Amen.,Costa-Gavras,Ulrich Tukur Mathieu Kassovitz Ulrich Mühe Michel Duchaussoy Marcel Iureș
44092,Reign of Assassins,John Woo,Michelle Yeoh Jung Woo-sung Wang Xue-qi Barbie Hsu Shawn Yue
16005,The Lucky Ones,Neil Burger,Tim Robbins Rachel McAdams Michael Peña Kerry Bishé Molly Hagan
44754,Margaret,Kenneth Lonergan,Anna Paquin Matt Damon Mark Ruffalo Matthew Broderick Jeannie Berlin
23988,Stan Helsing,Bo Zenga,Diora Baird Leslie Nielsen Steve Howey Kenan Thompson Tara Wilson
43949,Flipped,Rob Reiner,Madeline Carroll Callan McAuliffe Rebecca De Mornay Anthony Edwards John Mahoney
142,Brokeback Mountain,Ang Lee,Heath Ledger Jake Gyllenhaal Randy Quaid Michelle Williams Anne Hathaway
9603,Clueless,Amy Heckerling,Alicia Silverstone Stacey Dash Brittany Murphy Paul Rudd Donald Faison
10712,Far from Heaven,Todd Haynes,Julianne Moore Dennis Quaid Dennis Haysbert Patricia Clarkson Viola Davis
243938,Hot Tub Time Machine 2,Steve Pink,Rob Corddry Craig Robinson Clark Duke Adam Scott Chevy Chase
10876,Quills,Philip Kaufman,Geoffrey Rush Kate Winslet Joaquin Phoenix Michael Caine Billie Whitelaw
86838,Seven Psychopaths,Martin McDonagh,Colin Farrell Sam Rockwell Woody Harrelson Christopher Walken Tom Waits
25208,The Caveman's Valentine,Kasi Lemmons,Samuel L. Jackson Colm Feore Ann Magnuson Aunjanue Ellis Tamara Tunie
613,Downfall,Oliver Hirschbiegel,Bruno Ganz Alexandra Maria Lara Corinna Harfouch Ulrich Matthes Juliane Köhler
1913,The Sea Inside,Alejandro Amenábar,Javier Bardem Belén Rueda Lola Dueñas Joan Dalmau Josep Maria Pou
97370,Under the Skin,Jonathan Glazer,Scarlett Johansson Kryštof Hádek Paul Brannigan Michael Moreland Scott Dymond
801,"Good Morning, Vietnam",Barry Levinson,Robin Williams Forest Whitaker Tung Thanh Tran Chintara Sukapatana Bruno Kirby
70829,The Last Godfather,Shim Hyung-Rae,Harvey Keitel Jason Mewes Blake Clark Jon Polito Paul Hipp
54518,Justin Bieber: Never Say Never,Jon M. Chu,Justin Bieber Miley Cyrus Usher Raymond Jaden Smith Sean Kingston
44214,Black Swan,Darren Aronofsky,Natalie Portman Mila Kunis Vincent Cassel Barbara Hershey Winona Ryder
240,The Godfather: Part II,Francis Ford Coppola,Al Pacino Robert Duvall Diane Keaton Robert De Niro John Cazale
9816,Save the Last Dance,Thomas Carter,Julia Stiles Sean Patrick Thomas Kerry Washington Fredro Starr Terry Kinney
10131,A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,Robert Englund Tuesday Knight Ken Sagoes Rodney Eastman Lisa Wilcox
339984,Miracles from Heaven,Patricia Riggen,Jennifer Garner Kylie Rogers Martin Henderson Brighton Sharbino Courtney Fansler
8859,"Dude, Where’s My Car?",Danny Leiner,Ashton Kutcher Seann William Scott Kristy Swanson Jennifer Garner Marla Sokoloff
11967,Young Guns,Christopher Cain,Emilio Estevez Kiefer Sutherland Lou Diamond Phillips Charlie Sheen Dermot Mulroney
239563,St. Vincent,Theodore Melfi,Bill Murray Melissa McCarthy Naomi Watts Jaeden Lieberher Chris O'Dowd
222899,About Last Night,Steve Pink,Kevin Hart Michael Ealy Regina Hall Joy Bryant Christopher McDonald
4951,10 Things I Hate About You,Gil Junger,Heath Ledger Julia Stiles Joseph Gordon-Levitt Larisa Oleynik David Krumholtz
10985,The New Guy,Ed Decter,DJ Qualls Eliza Dushku Zooey Deschanel Lyle Lovett Jerod Mixon
9644,National Lampoon's Loaded Weapon 1,Gene Quintano,Emilio Estevez Samuel L. Jackson Jon Lovitz Tim Curry Kathy Ireland
332567,The Shallows,Jaume Collet-Serra,Blake Lively Óscar Jaenada Angelo Josue Lozano Corzo José Manuel Trujillo Salas Brett Cullen
1954,The Butterfly Effect,Eric Bress,Ashton Kutcher Melora Walters Amy Smart Elden Henson William Lee Scott
15489,Snow Day,Chris Koch,Chevy Chase Chris Elliott Jean Smart Iggy Pop Pam Grier
15250,This Christmas,Preston A. Whitmore II,Loretta Devine Delroy Lindo Idris Elba Regina King Laz Alonso
22345,Baby Geniuses,Bob Clark,Kathleen Turner Christopher Lloyd Kim Cattrall Peter MacNicol Dom DeLuise
9448,The Big Hit,Kirk Wong,Mark Wahlberg Lou Diamond Phillips Christina Applegate China Chow Avery Brooks
38223,Harriet the Spy,Bronwen Hughes,Michelle Trachtenberg Rosie O'Donnell J. Smith-Cameron Eartha Kitt Vanessa Lee Chester
11186,Child's Play 2,John Lafia,Alex Vincent Jenny Agutter Gerrit Graham Christine Elise Brad Dourif
136835,No Good Deed,Sam Miller,Idris Elba Taraji P. Henson Leslie Bibb Kate del Castillo Henry Simmons
5876,The Mist,Frank Darabont,Thomas Jane Marcia Gay Harden Laurie Holden Andre Braugher Toby Jones
264660,Ex Machina,Alex Garland,Domhnall Gleeson Alicia Vikander Oscar Isaac Sonoya Mizuno Corey Johnson
492,Being John Malkovich,Spike Jonze,John Cusack Cameron Diaz Catherine Keener Charlie Sheen John Malkovich
25462,Two Can Play That Game,Mark Brown,Vivica A. Fox Morris Chestnut Anthony Anderson Gabrielle Union Wendy Raquel Robinson
238603,Earth to Echo,Dave Green,Teo Halm Astro Resse Hartwig Ella Wahlestedt Jason Gray-Stanford
10691,Crazy/Beautiful,John Stockwell,Kirsten Dunst Jay Hernandez Bruce Davison Herman Osorio Miguel Castro
1251,Letters from Iwo Jima,Clint Eastwood,Ken Watanabe Kazunari Ninomiya Tsuyoshi Ihara Ryo Kase Shidou Nakamura
5172,The Astronaut Farmer,Michael Polish,Billy Bob Thornton Virginia Madsen Max Thieriot Jasper Polish Logan Polish
58680,Woo,Daisy von Scherler Mayer,Jada Pinkett Smith Tommy Davidson Duane Martin Michael Ralph Darrel Heath
264644,Room,Lenny Abrahamson,Brie Larson Jacob Tremblay Joan Allen Sean Bridgers William H. Macy
14577,Dirty Work,Bob Saget,Norm Macdonald Artie Lange Jack Warden Traylor Howard Don Rickles
11592,Serial Mom,John Waters,Kathleen Turner Sam Waterston Ricki Lake Matthew Lillard Traci Lords
16406,Dick,Andrew Fleming,Kirsten Dunst Michelle Williams Will Ferrell Dan Hedaya Bruce McCulloch
19052,Light It Up,Craig Bolotin,Usher Raymond Vanessa Williams Forest Whitaker Rosario Dawson Robert Ri'chard
3682,54,Mark Christopher,Ryan Phillippe Salma Hayek Breckin Meyer Mike Myers Neve Campbell
9683,Bubble Boy,Blair Hayes,Jake Gyllenhaal Swoosie Kurtz Marley Shelton Danny Trejo John Carroll Lynch
2084,Birthday Girl,Jez Butterworth,Nicole Kidman Ben Chaplin Vincent Cassel Mathieu Kassovitz Kate Lynn Evans
107811,21 & Over,Jon Lucas,Miles Teller Skylar Astin Justin Chon Sarah Wright Jonathan Keltz
2266,"Paris, je t'aime",Isabel Coixet,Steve Buscemi Natalie Portman Willem Dafoe Maggie Gyllenhaal Axel Kiener
13074,Resurrecting the Champ,Rod Lurie,Samuel L. Jackson Josh Hartnett Alan Alda Teri Hatcher Kathryn Morris
144340,Admission,Paul Weitz,Tina Fey Paul Rudd Michael Sheen Lily Tomlin Wallace Shawn
48217,The Widow of Saint-Pierre,Patrice Leconte,Daniel Auteuil Emir Kusturica Juliette Binoche Michel Duchaussoy Philippe Magnan
28211,Chloe,Atom Egoyan,Julianne Moore Liam Neeson Amanda Seyfried Max Thieriot R. H. Thomson
47502,Faithful,Paul Mazursky,Cher Chazz Palminteri Ryan O'Neal Paul Mazursky Amber Smith
9950,Find Me Guilty,Sidney Lumet,Vin Diesel Alex Rocco Frank Pietrangolare Richard DeDomenico Paul Borghese
84892,The Perks of Being a Wallflower,Stephen Chbosky,Logan Lerman Emma Watson Ezra Miller Paul Rudd Nina Dobrev
24227,Excessive Force,Jon Hess,Thomas Ian Griffith Lance Henriksen James Earl Jones Burt Young Tony Todd
9672,Infamous,Douglas McGrath,Sigourney Weaver Toby Jones Gwyneth Paltrow Sandra Bullock Isabella Rossellini
44853,The Claim,Michael Winterbottom,Peter Mullan Milla Jovovich Wes Bentley Nastassja Kinski Sarah Polley
157544,The Vatican Tapes,Mark Neveldine,Olivia Taylor Dudley Michael Peña Djimon Hounsou Dougray Scott Peter Andersson
59678,Attack the Block,Joe Cornish,Nick Frost Jodie Whittaker John Boyega Luke Treadaway Flaminia Cinque
79777,In the Land of Blood and Honey,Angelina Jolie,Zana Marjanović Goran Kostić Branko Đurić Dzana Pinjo Miloš Timotijević
158011,The Call,Brad Anderson,Halle Berry Abigail Breslin Morris Chestnut Michael Imperioli Ella Rae Peck
407887,Operation Chromite,John H. Lee,Lee Jung-jae Liam Neeson Lee Beom-soo Jin Se-yeon Jung Joon-ho
17043,The Crocodile Hunter: Collision Course,John Stainton,Steve Irwin Terri Irwin Magda Szubanski David Wenham Lachy Hulme
8952,I Love You Phillip Morris,Glenn Ficarra,Jim Carrey Ewan McGregor Leslie Mann Rodrigo Santoro Brennan Brown
62204,Quest for Fire,Jean-Jacques Annaud,Everett McGill Ron Perlman Nicholas Kadi Rae Dawn Chong Gary Schwartz
13435,Antwone Fisher,Denzel Washington,Derek Luke Malcolm David Kelley Cory Hodges Denzel Washington Joy Bryant
17187,The Emperor's Club,Michael Hoffman,Kevin Kline Emile Hirsch Embeth Davidtz Rob Morrow Edward Herrmann
319,True Romance,Tony Scott,Christian Slater Patricia Arquette Michael Rapaport Bronson Pinchot Gary Oldman
59457,Womb,Benedek Fliegauf,Eva Green Matt Smith Lesley Manville Peter Wight István Lénárt
9504,Glengarry Glen Ross,James Foley,Al Pacino Jack Lemmon Alec Baldwin Alan Arkin Ed Harris
37414,The Killer Inside Me,Michael Winterbottom,Casey Affleck Kate Hudson Jessica Alba Ned Beatty Tom Bower
6217,Cat People,Paul Schrader,Nastassja Kinski Malcolm McDowell John Heard Ruby Dee Ed Begley Jr.
26688,Sorority Row,Stewart Hendler,Rumer Willis Briana Evigan Jamie Chung Leah Pipes Teri Andrzejewski
43867,The Prisoner of Zenda,John Cromwell,Ronald Colman Madeleine Carroll Raymond Massey Mary Astor Douglas Fairbanks Jr.
6615,Lars and the Real Girl,Craig Gillespie,Ryan Gosling Emily Mortimer Paul Schneider Kelli Garner Lauren Ash
14574,The Boy in the Striped Pyjamas,Mark Herman,Asa Butterfield Jack Scanlon Vera Farmiga David Thewlis Rupert Friend
16,Dancer in the Dark,Lars von Trier,Björk Catherine Deneuve David Morse Peter Stormare Joel Grey
39780,Oscar and Lucinda,Gillian Armstrong,Ralph Fiennes Cate Blanchett Ciarán Hinds Tom Wilkinson Richard Roxburgh
21612,The Funeral,Abel Ferrara,Christopher Walken Chris Penn Annabella Sciorra Isabella Rossellini Vincent Gallo
36691,Solitary Man,Brian Koppelman,Michael Douglas Danny DeVito Jesse Eisenberg Susan Sarandon Mary-Louise Parker
23631,Machete,Robert Rodriguez,Danny Trejo Michelle Rodriguez Jessica Alba Robert De Niro Lindsay Lohan
45324,Casino Jack,George Hickenlooper,Kevin Spacey Kelly Preston Hannah Endicott-Douglas Rachelle Lefevre Barry Pepper
12144,The Land Before Time,Don Bluth,Gabriel Damon Candace Hutson Judith Barsi Will Ryan Pat Hingle
11658,Tae Guk Gi: The Brotherhood of War,Kang Je-gyu,Jang Dong-gun Won Bin Lee Eun-ju Gong Hyung-jin Park Jeong-Woo
56601,The Perfect Game,William Dear,Clifton Collins Jr Cheech Marin Moisés Arias Emilie de Ravin Jake T. Austin
9552,The Exorcist,William Friedkin,Linda Blair Max von Sydow Ellen Burstyn Jason Miller Lee J. Cobb
578,Jaws,Steven Spielberg,Roy Scheider Robert Shaw Richard Dreyfuss Lorraine Gary Murray Hamilton
2105,American Pie,Chris Weitz,Jason Biggs Chris Klein Thomas Ian Nicholas Alyson Hannigan Shannon Elizabeth
126319,Ernest & Celestine,Stéphane Aubier,Anne-Marie Loop Lambert Wilson Pauline Brunner Patrice Melennec Brigitte Virtudes
10136,The Golden Child,Michael Ritchie,Eddie Murphy Charles Dance Charlotte Lewis Victor Wong Peter Kwong
67660,Think Like a Man,Tim Story,Michael Ealy Jerry Ferrara Meagan Good Regina Hall Kevin Hart
10611,Barbershop,Tim Story,Ice Cube Anthony Anderson Cedric the Entertainer Sean Patrick Thomas Eve
154,Star Trek II: The Wrath of Khan,Nicholas Meyer,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei
3049,Ace Ventura: Pet Detective,Tom Shadyac,Jim Carrey Sean Young Courteney Cox Tone Loc Dan Marino
860,WarGames,John Badham,Matthew Broderick Dabney Coleman Ally Sheedy John Wood Barry Corbin
9281,Witness,Peter Weir,Harrison Ford Kelly McGillis Josef Sommer Lukas Haas Jan Rubes
75674,Act of Valor,Mike McCoy,Roselyn Sánchez Emilio Rivera Nestor Serrano Gonzalo Menendez Alexander Asefa
9762,Step Up,Anne Fletcher,Channing Tatum Jenna Dewan Damaine Radcliff De'Shawn Washington Mario
3179,Beavis and Butt-Head Do America,Mike Judge,Mike Judge Bruce Willis Demi Moore Robert Stack Richard Linklater
184,Jackie Brown,Quentin Tarantino,Pam Grier Samuel L. Jackson Robert Forster Bridget Fonda Michael Keaton
13335,Harold & Kumar Escape from Guantanamo Bay,Jon Hurwitz,John Cho Kal Penn Neil Patrick Harris Rob Corddry Jack Conley
76726,Chronicle,Josh Trank,Dane DeHaan Alex Russell Michael B. Jordan Michael Kelly Anna Wood
10269,Yentl,Barbra Streisand,Barbra Streisand Mandy Patinkin Amy Irving Nehemiah Persoff Steven Hill
36819,Time Bandits,Terry Gilliam,Sean Connery John Cleese Shelley Duvall Michael Palin Ian Holm
17130,Crossroads,Tamra Davis,Britney Spears Zoe Saldana Taryn Manning Anson Mount Dan Aykroyd
57214,Project X,Nima Nourizadeh,Oliver Cooper Jonathan Daniel Brown Thomas Mann Dax Flame Kirby Bliss Blanton
11202,Patton,Franklin J. Schaffner,George C. Scott Karl Malden Stephen Young Michael Strong Carey Loftin
9357,One Hour Photo,Mark Romanek,Robin Williams Connie Nielsen Michael Vartan Erin Daniels Eriq La Salle
13812,Quarantine,John Erick Dowdle,Jennifer Carpenter Steve Harris Jay Hernandez Johnathon Schaech Columbus Short
9030,The Eye,David Moreau,Jessica Alba Alessandro Nivola Parker Posey Rade Serbedzija Fernanda Romero
19084,Johnson Family Vacation,Christopher Erskin,Cedric the Entertainer Vanessa Williams Steve Harvey Shari Headley Shad Moss
8386,How High,Jesse Dylan,Method Man Redman Obba Babatundé Mike Epps Anna Maria Horsford
10437,The Muppet Christmas Carol,Brian Henson,Michael Caine Don Austen Meredith Braun Don Austen Ed Sanders
1360,Frida,Julie Taymor,Salma Hayek Alfred Molina Mía Maestro Patricia Reyes Spíndola Diego Luna
101267,Katy Perry: Part of Me,Dan Cutforth,Katy Perry Russell Brand Shannon Woodward Rachael Markarian Mia Moretti
222935,The Fault in Our Stars,Josh Boone,Shailene Woodley Ansel Elgort Nat Wolff Laura Dern Sam Trammell
10220,Rounders,John Dahl,Matt Damon John Turturro Gretchen Mol Goran Visnjic Edward Norton
284296,Top Five,Chris Rock,Chris Rock Rosario Dawson J.B. Smoove Gabrielle Union Romany Malco
31915,Prophecy,John Frankenheimer,Talia Shire Robert Foxworth Armand Assante Richard Dysart Victoria Racimo
11601,Stir of Echoes,David Koepp,Kevin Bacon Kathryn Erbe Illeana Douglas Kevin Dunn Conor O'Farrell
205220,Philomena,Stephen Frears,Judi Dench Steve Coogan Sophie Kennedy Clark Mare Winningham Barbara Jefford
11354,The Upside of Anger,Mike Binder,Joan Allen Kevin Costner Erika Christensen Keri Russell Alicia Witt
16241,The Boys from Brazil,Franklin J. Schaffner,Gregory Peck Laurence Olivier James Mason Lilli Palmer Uta Hagen
14191,Aquamarine,Elizabeth Allen Rosenbaum,Emma Roberts Joanna 'JoJo' Levesque Sara Paxton Jake McDorman Arielle Kebbel
286565,Paper Towns,Jake Schreier,Nat Wolff Cara Delevingne Justice Smith Austin Abrams Halston Sage
26710,My Baby's Daddy,Cheryl Dunye,Eddie Griffin Anthony Anderson Michael Imperioli Method Man Paula Jai Parker
129670,Nebraska,Alexander Payne,Bruce Dern Will Forte Bob Odenkirk June Squibb Stacy Keach
9059,Tales from the Crypt: Demon Knight,Ernest R. Dickerson,Billy Zane William Sadler Jada Pinkett Smith Brenda Bakke CCH Pounder
